"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.146823703E0,2.075047493E-1,1.786966324E-1,1.455860138E0,1.481391052E0
7.151809849E0,4.567289352E-2,3.788391948E-1,1.630091667E0,1.674157696E0
7.156797140E0,3.892450333E-1,4.111614823E-1,2.341566086E-1,6.126946856E-1
7.161780474E0,2.590103149E-1,7.352994084E-1,7.942047119E-1,1.112884849E0
7.166748546E0,4.947977066E-1,2.407655120E-1,7.461090088E-1,9.270768335E-1
7.171716255E0,4.408397675E-1,-1.860749722E-2,1.169332981E0,1.249810210E0
7.176676359E0,3.507070541E-1,2.129698396E-1,7.981543541E-1,8.974418997E-1
7.181638390E0,4.547333717E-1,1.665329337E-1,4.606347084E-1,6.683561865E-1
7.186598338E0,4.537386894E-1,3.331661820E-1,1.199665546E0,1.325170150E0
7.191560786E0,8.644967079E-1,-3.097534180E-3,2.102577686E0,2.273366904E0
7.196524692E0,4.172143936E-1,3.671818972E-2,2.393170357E0,2.429543256E0
7.201491151E0,2.194423676E-1,-1.843684316E-1,9.486904144E-1,9.910399455E-1
7.206458599E0,5.797672272E-2,-1.061436534E-1,1.027420521E0,1.034514718E0
7.211427661E0,2.317624092E-1,-3.891239166E-1,7.422480583E-1,8.695190722E-1
7.216395838E0,3.578505516E-1,-2.746651173E-1,1.215388298E0,1.296405283E0
7.221364953E0,6.246256828E-1,-8.826482296E-2,1.403592110E0,1.538836812E0
7.226327192E0,2.641963959E-1,9.293478727E-2,7.829742432E-1,8.315559366E-1
7.231275786E0,2.920866013E-1,1.783410311E-1,-1.793723106E-1,3.863865057E-1
7.236226046E0,4.619359970E-2,-2.558981180E-1,2.717251778E-1,3.761014061E-1
7.241180161E0,3.692607880E-1,-2.564831972E-1,1.199317932E0,1.280820308E0
7.246142817E0,5.052185059E-1,-6.780864000E-1,3.099660873E-1,9.006252716E-1
7.251110161E0,1.580862999E-1,-3.863145709E-1,-3.322939873E-1,5.335255569E-1
7.256081984E0,2.711648941E-1,-6.427205205E-1,-4.024872780E-1,8.053670444E-1
7.261056255E0,3.225712776E-1,-1.001737833E0,-3.322362900E-2,1.052917245E0
7.266027817E0,9.186339378E-1,-9.247954488E-1,7.624049187E-1,1.510098074E0
7.270994276E0,7.364034653E-1,-8.693989515E-1,-6.987142563E-2,1.141501913E0
7.275961307E0,5.445804596E-1,-9.159058332E-2,-7.596268654E-1,9.391430597E-1
7.280929588E0,3.488183022E-1,-1.186113954E-1,-1.190901279E0,1.246590842E0
7.285898442E0,2.957162857E-1,-2.965506911E-1,-2.762360573E-1,5.016939240E-1
7.290850578E0,3.824677467E-1,-4.549135864E-1,7.394809723E-1,9.487149502E-1
7.295804484E0,2.556610107E-2,-4.408104122E-1,-1.029737949E0,1.120414071E0
7.300761567E0,4.895687103E-3,-2.831427157E-1,-2.039391518E0,2.058958845E0
7.305723494E0,-4.802513123E-2,-6.567851901E-1,-1.841123104E0,1.955353544E0
7.310688963E0,4.836020470E-1,-1.147296667E0,-1.057834625E0,1.633760899E0
7.315661046E0,6.478767395E-1,-1.055763483E0,-3.010401726E-1,1.274757227E0
7.320636411E0,5.942473412E-1,-1.383256555E0,-4.902172089E-1,1.583300827E0
7.325613338E0,6.240386963E-1,-9.804140329E-1,-7.815728188E-1,1.400532771E0
7.330580057E0,4.174942970E-1,-9.659769535E-1,-9.631762505E-1,1.426576830E0
7.335544640E0,1.905126572E-1,-4.396229386E-1,7.456731796E-2,4.848955409E-1
7.340509953E0,7.056412697E-1,-1.814477444E-1,7.214202881E-1,1.025329273E0
7.345475994E0,5.834779739E-1,1.740512848E-1,-9.457068443E-1,1.124767457E0
7.350443026E0,2.116513252E-1,2.421885729E-2,-8.492379189E-1,8.755500439E-1
7.355407244E0,7.518768311E-3,-7.616563439E-1,3.957939148E-1,8.583878734E-1
7.360356203E0,-9.010982513E-2,-1.240211248E0,2.821087837E-1,1.275080032E0
7.365306984E0,3.002324104E-1,-1.282353997E0,-5.561237335E-1,1.429631030E0
7.370261255E0,5.157237053E-1,-6.927542090E-1,-1.190316677E0,1.470623380E0
7.375223078E0,3.493814468E-1,-1.230691671E-1,-2.605795860E-1,4.528963854E-1
7.380189276E0,6.792831421E-2,2.187730074E-1,6.996865273E-1,7.362317034E-1
7.385160317E0,1.856641769E-1,2.801961303E-1,1.274461269E0,1.318041193E0
7.390134224E0,-3.217015266E-1,6.476113200E-1,6.439018250E-2,7.259740971E-1
7.395107817E0,-8.728561401E-1,9.016641974E-1,-1.884250641E-1,1.269007554E0
7.400075369E0,-1.430931568E0,4.090002179E-1,-1.197929382E-1,1.493049456E0
7.405043338E0,-1.277160168E0,-3.566205502E-2,5.812597275E-2,1.278979478E0
7.410011984E0,-8.659710884E-1,-2.405199707E-1,7.990341187E-1,1.202585259E0
7.414978078E0,-8.271994591E-1,7.577932477E-1,-1.026725769E0,1.520748288E0
7.419950682E0,-9.521512985E-1,1.216590166E0,-1.950005054E0,2.487810974E0
7.424913963E0,-1.100734711E0,1.382402897E0,-4.875464439E-1,1.833127439E0
7.429862401E0,-1.253876209E0,9.331970215E-1,1.387534142E0,2.090051010E0
7.434812713E0,-8.764533997E-1,8.477165699E-1,-6.863255501E-1,1.399227181E0
7.439766776E0,-1.139718533E0,1.254635453E0,-9.930934906E-1,1.964510915E0
7.444725526E0,-1.322656155E0,1.002771497E0,-2.193455696E-1,1.674240860E0
7.449689901E0,-1.183801174E0,9.257993102E-1,3.064036369E-1,1.533744689E0
7.454658599E0,-8.321342468E-1,9.919029474E-1,-1.446437836E-1,1.302781903E0
7.459632140E0,-3.234972954E-1,1.179621935E0,-5.418395996E-1,1.337814846E0
7.464608026E0,-8.124480247E-1,1.206654310E0,-1.066213131E0,1.803578903E0
7.469565369E0,-1.097468853E0,1.542107582E0,-1.027622223E0,2.153727260E0
7.474519015E0,-4.528851509E-1,1.015736103E0,-2.414207458E-1,1.138028456E0
7.479477609E0,-3.844895363E-1,1.071239948E0,4.424200058E-1,1.221115347E0
7.484439640E0,-7.178587914E-1,9.852317572E-1,-4.539203644E-1,1.300786899E0
7.489405369E0,-8.339877129E-1,9.781515598E-1,-1.852626801E-1,1.298706372E0
7.494374953E0,-1.028399467E-1,7.030950785E-1,-1.656510830E0,1.802483529E0
7.499348807E0,-1.883463860E-1,1.112012863E0,-4.493665695E-1,1.214074661E0
7.504324432E0,1.040863991E-1,1.558998823E0,6.206803322E-1,1.681236267E0
7.509300942E0,-6.066756248E-1,1.239513159E0,-1.898825645E0,2.347336153E0
7.514261307E0,-7.728815079E-2,9.394031763E-1,-1.477718353E0,1.752741657E0
7.519224536E0,-2.686681747E-1,8.427755833E-1,2.371916771E-1,9.158128431E-1
7.524189276E0,-5.250310898E-2,1.057436824E0,-4.259319305E-1,1.141204286E0
7.529152661E0,-6.782603264E-1,8.818961382E-1,-1.332885742E0,1.736191888E0
7.534116724E0,-2.612652779E-1,8.285511732E-1,-8.693456650E-1,1.229031520E0
7.539081828E0,-2.133088112E-1,1.365028024E-1,1.117722511E0,1.146052912E0
7.544048651E0,4.761409760E-1,6.395809650E-1,4.108405113E-1,8.969748968E-1
7.549016880E0,2.221560478E-1,7.686715126E-1,-1.209149361E0,1.449914267E0
7.553986724E0,2.416234016E-1,5.318414569E-1,-4.476914406E-1,7.359788241E-1
7.558956724E0,4.890131950E-1,2.741160989E-1,2.018375397E0,2.094782276E0
7.563927192E0,3.717703819E-1,5.886119008E-1,4.699811935E-1,8.399758978E-1
7.568878859E0,6.880817413E-1,1.149226904E0,2.365317345E-1,1.360193450E0
7.573833234E0,5.181007385E-1,7.214874625E-1,-4.903888702E-2,8.895939221E-1
7.578790474E0,1.533288956E-1,2.727004886E-1,-2.471852303E-1,3.987177507E-1
7.583749536E0,2.072110176E-1,-7.691705227E-2,2.005361080E0,2.017504820E0
7.588710994E0,3.813710213E-1,4.212865233E-1,6.731638908E-1,8.809516528E-1
7.593674432E0,-1.163921356E-1,9.069769979E-1,-4.308109283E-1,1.010817718E0
7.598638859E0,5.738158226E-1,5.835462809E-1,5.400223732E-1,9.805177325E-1
7.603609588E0,3.201236725E-1,2.034724355E-1,5.363473892E-1,6.569236787E-1
7.608583859E0,7.171344757E-2,8.982269764E-1,1.357844830E0,1.629630971E0
7.613560265E0,-3.241686821E-1,9.822516441E-1,3.503170013E-1,1.092074003E0
7.618520994E0,3.054046631E-2,6.166617870E-1,-5.594415665E-1,8.331742591E-1
7.623482088E0,-1.936168671E-1,2.038017511E-1,1.038554192E0,1.075926324E0
7.628444276E0,-4.426612854E-1,1.097636223E-1,1.313032627E0,1.389982642E0
7.633408234E0,-1.680474281E-1,7.481480241E-1,5.040969849E-1,9.176487205E-1
7.638374744E0,-2.618613243E-1,9.503348470E-1,3.129858971E-1,1.034247478E0
7.643341619E0,-6.448888779E-1,1.334039927E0,6.578407288E-1,1.621202830E0
7.648310734E0,-7.812972069E-1,1.111853600E0,7.920942307E-1,1.572913546E0
7.653280526E0,-6.644606590E-1,1.887465954E0,7.426333427E-1,2.134371096E0
7.658235890E0,-1.048539162E0,1.410866022E0,-7.485213280E-1,1.910565750E0
7.663192244E0,-1.236271858E0,3.247935176E-1,-5.776052475E-1,1.402671294E0
7.668151099E0,-1.415436268E0,-5.899577141E-1,7.238678932E-1,1.695728357E0
7.673114484E0,-1.118627071E0,5.276128650E-1,-6.208610535E-2,1.238368501E0
7.678080526E0,-3.349890709E-1,6.391469836E-1,-3.495740891E-2,7.224600783E-1
7.683049067E0,6.447987556E-1,9.248341918E-1,-5.688257217E-1,1.262793102E0
7.688018390E0,4.400129318E-1,6.171767116E-1,1.145706177E0,1.373739829E0
7.692988859E0,-1.538896561E-1,1.352668643E0,1.877055645E0,2.318778208E0
7.697959796E0,6.340613365E-1,1.408206701E0,-2.159199715E-1,1.559391332E0
7.702932244E0,2.896103859E-1,7.167630196E-1,-1.204144478E0,1.430939316E0
7.707900994E0,-5.928325653E-2,2.565598488E-1,1.579439640E0,1.601239219E0
7.712875942E0,7.166004181E-2,-9.497463703E-3,9.138584137E-1,9.167129124E-1
7.717835265E0,3.164114952E-1,8.137876391E-1,-2.739000320E-2,8.735655489E-1
7.722794901E0,5.118718147E-1,9.491245747E-1,-9.689888954E-1,1.449755046E0
7.727754692E0,-3.994345665E-1,8.454642892E-1,6.035413742E-1,1.112933074E0
7.732704588E0,3.252964020E-1,8.496186137E-1,1.116183758E0,1.439977680E0
7.737656411E0,1.443991661E-1,1.133737087E0,-5.389528275E-1,1.263598454E0
7.742610317E0,2.863550186E-1,1.020444751E0,-8.811058998E-1,1.378279468E0
7.747571307E0,3.222603798E-1,6.394744515E-1,6.775426865E-1,9.858211899E-1
7.752537140E0,4.850177765E-1,6.632137895E-1,-4.861173630E-1,9.546752666E-1
7.757505578E0,3.494081497E-1,1.100904703E0,3.506593704E-1,1.207078794E0
7.762476203E0,1.606531143E-1,5.021356344E-1,2.804875374E-1,5.971790997E-1
7.767448963E0,8.671426773E-2,5.666716695E-1,-5.309176445E-1,7.813511953E-1
7.772425369E0,6.860675812E-1,3.250688314E-1,-3.184947968E-1,8.232845235E-1
7.777389015E0,3.104004860E-1,1.445123196E0,-1.511297226E-1,1.485789253E0
7.782368286E0,1.495771408E-1,1.288756371E0,-1.205362797E0,1.770922295E0
7.787327974E0,2.510929108E-2,1.524488807E0,-9.074158669E-1,1.774288633E0
7.792289328E0,2.963886261E-1,7.458291054E-1,9.878687859E-1,1.272789067E0
7.797251671E0,-4.953718185E-1,1.307232380E0,-1.133155346E0,1.799525152E0
7.802216255E0,9.235191345E-2,8.132590055E-1,-1.452968597E0,1.667644096E0
7.807181932E0,3.390755653E-1,3.266146779E-1,-6.334509850E-1,7.892461829E-1
7.812139067E0,6.100339890E-1,-5.080400705E-1,-7.837677002E-2,7.977399946E-1
7.817097296E0,7.954206467E-1,3.158342838E-1,-9.447002411E-2,8.610283883E-1
7.822057921E0,1.322730541E0,8.043410182E-1,-1.330199242E0,2.041080738E0
7.827023651E0,7.648968697E-1,1.033345580E0,-1.145964622E0,1.722238434E0
7.831991880E0,1.470279694E-1,1.640598059E0,1.761778355E0,2.411854512E0
7.836960474E0,-8.387422562E-2,2.153434515E0,8.875651360E-1,2.330683798E0
7.841929276E0,-8.712005615E-2,1.677854180E0,-9.044160843E-1,1.908075734E0
7.846905057E0,1.198945045E-1,5.925298929E-1,1.095919609E-1,6.143913770E-1
7.851844380E0,-1.030405045E0,-5.582480431E-1,2.855920792E-1,1.206208220E0
7.856789276E0,-4.459691048E-1,3.452693224E-1,-2.954735756E-1,6.367134216E-1
7.861741776E0,4.387745857E-1,2.298712730E-2,-2.021328926E0,2.068531405E0
7.866702713E0,6.808362007E-1,9.302574396E-1,-9.058384895E-1,1.466103750E0
7.871671099E0,6.164870262E-1,6.739671826E-1,2.634664059E0,2.788501877E0
7.876645734E0,1.220049858E-1,1.477497101E0,-8.367147446E-1,1.702343815E0
7.881624432E0,1.111226082E-1,1.564780474E0,-1.538308620E0,2.197107093E0
7.886606203E0,4.128808975E-1,6.159054637E-1,7.471766472E-1,1.052655270E0
7.891588026E0,-4.003200531E-1,1.061749458E-2,1.218888283E0,1.282987733E0
7.896537036E0,2.582769394E-1,2.961746454E-1,-7.011699677E-2,3.991776437E-1
7.901487921E0,5.383543968E-1,1.721777916E-1,-9.798860550E-1,1.131214979E0
7.906440630E0,-1.105399132E-1,1.194119334E0,1.616730690E-1,1.210073650E0
7.911399171E0,5.811848640E-1,4.902132750E-1,1.797596455E0,1.951778142E0
7.916363026E0,4.713420868E-1,1.404217362E0,-9.614458084E-1,1.765890089E0
7.921332765E0,5.465140343E-1,8.578652740E-1,-1.768641472E0,2.040270343E0
7.926306411E0,-6.526460648E-1,1.142187715E0,1.625195026E0,2.090884630E0
7.931283755E0,4.353046417E-3,2.446240187E-1,4.576926231E-1,5.189820775E-1
7.936262244E0,1.632652283E-1,7.379640341E-1,-8.840570450E-1,1.163100730E0
7.941221046E0,5.941376686E-1,4.905503988E-2,7.169342041E-1,9.324165481E-1
7.946180630E0,-5.645513535E-1,4.636117816E-1,-5.445861816E-2,7.325434157E-1
7.951142296E0,-2.338113785E-1,6.098524928E-1,-3.940820694E-1,7.628161647E-1
7.956107661E0,5.476541519E-1,5.475150347E-1,1.049844265E0,1.304557689E0
7.961075161E0,2.977447510E-1,1.480436921E-1,1.477194309E0,1.514157158E0
7.966044953E0,1.072139740E0,1.961266398E-1,4.565930367E-1,1.181704905E0
7.971015630E0,6.738309860E-1,2.871173620E-1,-8.395671844E-3,7.324991909E-1
7.975987349E0,5.234770775E-1,9.784192443E-1,4.422326088E-1,1.194530095E0
7.980951515E0,1.526417732E-1,6.255950332E-1,1.663403034E0,1.783697931E0
7.985916880E0,2.220997810E-1,6.271055937E-1,1.034171581E0,1.229674997E0
7.990881203E0,6.404395103E-1,4.012219310E-1,9.540390968E-1,1.217099997E0
7.995829953E0,8.379130363E-1,1.206385970E0,-1.247776031E0,1.927280569E0
8.000780630E0,1.001471519E0,1.113311529E0,-6.049590111E-1,1.615048968E0
8.005735057E0,6.431746483E-1,6.469885111E-1,5.994215012E-1,1.091592368E0
8.010697088E0,-5.476436615E-1,6.235979199E-1,9.821944237E-1,1.285882511E0
8.015663859E0,-9.796729088E-1,1.299100757E0,6.385416985E-1,1.747900822E0
8.020633078E0,-6.899561882E-1,2.271078825E-1,-9.470911026E-1,1.193565703E0
8.025604484E0,-5.801973343E-1,4.846413136E-1,-2.358943224E0,2.477119150E0
8.030576307E0,-9.380478859E-1,7.225592732E-1,1.473490715E0,1.890291149E0
8.035550578E0,3.432197571E-1,6.259140968E-1,6.084303856E-1,9.379529798E-1
8.040525734E0,2.056598663E-2,1.234798431E0,-2.294698000E0,2.605914242E0
8.045465526E0,6.515798569E-1,2.615412474E-1,-1.679190636E0,1.820066297E0
8.050410630E0,-1.011284828E0,9.784892201E-1,8.557028770E-1,1.646926098E0
8.055363338E0,-5.638537407E-1,6.757301092E-1,-6.941437721E-1,1.120882598E0
8.060324119E0,-6.073713303E-2,5.647321939E-1,5.005993843E-1,7.571071217E-1
8.065291255E0,-5.974473953E-1,6.717839837E-1,-9.706878662E-2,9.042452434E-1
8.070264119E0,-9.038186073E-1,8.648480773E-1,4.065628052E-1,1.315349226E0
8.075240057E0,-2.034502029E-1,5.123549700E-1,-8.167262077E-1,9.853635363E-1
8.080218546E0,-4.423332214E-1,4.450572729E-1,-1.019253254E0,1.196917646E0
8.085197869E0,-1.063826084E0,3.349013925E-1,2.308330536E-1,1.138933176E0
8.090180213E0,-7.976436615E-1,4.024395347E-1,-4.720864296E-1,1.010474436E0
8.095137453E0,-7.495574951E-1,5.031001568E-1,-4.802069664E-1,1.022518918E0
8.100087401E0,-5.370736122E-1,1.804300547E-1,-5.145025253E-1,7.653207943E-1
8.105039380E0,-8.472728729E-1,6.067607403E-1,1.560135365E0,1.876180235E0
8.109994796E0,-3.189945221E-1,6.357788444E-1,-1.344531536E0,1.521097398E0
8.114955526E0,-7.738671303E-1,3.534796834E-1,-1.048424244E0,1.350189475E0
8.119920890E0,-6.349482536E-1,-5.481451750E-2,7.857594490E-1,1.011722209E0
8.124888859E0,-5.670027733E-1,1.232615709E-1,8.059701920E-1,9.931130399E-1
8.129859432E0,2.561020851E-1,4.903889894E-1,-1.675439358E0,1.764416810E0
8.134831880E0,4.741272926E-1,1.413888931E-1,-9.666986465E-1,1.085952937E0
8.139806463E0,5.505943298E-2,1.552081108E-2,1.531236172E0,1.532304360E0
8.144781255E0,3.206686974E-1,5.520985723E-1,8.280882835E-1,1.045644037E0
8.149756724E0,5.314183235E-1,2.830529213E-2,-9.897289276E-1,1.123730383E0
8.154717869E0,6.628508568E-1,1.031317711E-1,-8.702087402E-1,1.098758696E0
8.159655578E0,7.852506638E-2,-7.094889879E-2,2.189831257E0,2.192387025E0
8.164598390E0,1.164493561E-1,7.527335286E-1,-1.812252998E-1,7.829500795E-1
8.169548859E0,9.098467827E-1,-3.723609447E-2,-9.941582680E-1,1.348168519E0
8.174508078E0,5.984458923E-1,4.153929353E-1,-6.811027527E-1,9.972911994E-1
8.179475890E0,-5.101680756E-3,-2.311234474E-1,2.170864105E0,2.183138804E0
8.184450421E0,1.709032059E-1,4.299278259E-1,-1.407370090E0,1.481464280E0
8.189429328E0,6.445145607E-1,-4.841420650E-1,-2.006915569E0,2.162753490E0
8.194411619E0,-3.020486832E-1,5.047846437E-1,-2.271003723E-1,6.305676194E-1
8.199385682E0,4.860239029E-1,-4.929864109E-1,1.669642925E0,1.807474020E0
8.204361411E0,6.878800392E-1,6.347268820E-2,-1.987151146E0,2.103800705E0
8.209313338E0,8.759665489E-1,-1.873258948E-1,-1.442156792E0,1.697711577E0
8.214268807E0,-4.384746552E-1,2.321981788E-1,1.501569271E0,1.581419076E0
8.219226255E0,7.259511948E-2,7.371653914E-1,1.109093189E0,1.333705578E0
8.224188911E0,4.779915810E-1,4.066713452E-1,-5.727543831E-1,8.496499973E-1
8.229155005E0,-1.034398079E-1,1.625818014E-1,-1.084764481E0,1.101747074E0
8.234124901E0,-1.201623440E0,-4.301178455E-2,2.070037842E0,2.393910101E0
8.239096984E0,-3.903512955E-1,8.704614639E-2,-7.559981346E-1,8.552685806E-1
8.244064849E0,-3.185272217E-3,-6.561615467E-1,-1.510084152E0,1.646484822E0
8.249032817E0,-1.309109211E0,5.869567394E-2,-3.029932976E-1,1.344997043E0
8.254001099E0,-9.068183899E-1,-1.650726199E-1,2.057811260E0,2.254807252E0
8.258970734E0,-3.036146164E-1,1.761873364E-1,-1.156835556E-1,3.696031627E-1
8.263934901E0,3.300614357E-1,9.090554714E-2,-1.023941040E0,1.079657179E0
8.268893234E0,-8.568143845E-1,2.208018303E-1,1.723537445E0,1.937386297E0
8.273853286E0,-4.964213371E-1,3.196847439E-1,8.432288170E-1,1.029401436E0
8.278815994E0,-2.459597588E-1,-1.104319692E-1,5.853700638E-1,6.444761705E-1
8.283780578E0,1.312303543E-1,-2.389063835E-1,-7.490358353E-1,7.970899250E-1
8.288748130E0,-1.217451096E0,3.888131976E-1,9.781384468E-1,1.609384259E0
8.293720421E0,-2.797226906E-1,-1.228950024E-1,6.558828354E-1,7.235539088E-1
8.298693703E0,-1.907444000E-2,-2.160936594E-2,-4.449658394E-1,4.458984158E-1
8.303666099E0,-9.252643585E-2,-8.980393410E-3,-1.151986122E-1,1.480287440E-1
8.308632244E0,-6.615848541E-1,1.234424710E-1,1.908577919E0,2.023759431E0
8.313597765E0,4.886603355E-1,3.814619780E-2,-8.278322220E-2,4.970886418E-1
8.318552296E0,1.845197678E-1,6.128349304E-1,-1.884164810E-1,6.671693690E-1
8.323508599E0,4.071969986E-1,-9.290874004E-3,1.012243748E0,1.091115540E0
8.328466359E0,6.875391006E-1,3.957449794E-1,3.475995064E-1,8.661117252E-1
8.333426776E0,9.374074936E-1,-2.479328513E-1,-5.614295006E-1,1.120449281E0
8.338388234E0,-4.057068825E-1,7.120367885E-1,2.987813950E-2,8.200531482E-1
8.343352869E0,3.019371033E-1,2.187633514E-1,1.418715954E0,1.466894126E0
8.348320213E0,2.363300323E-2,4.506725073E-1,-1.096475124E0,1.185715786E0
8.353287817E0,3.618273735E-1,4.829937220E-2,-1.127329826E0,1.184957558E0
8.358240421E0,-5.027823448E-1,-3.511298895E-1,1.958557606E0,2.052323118E0
8.363197296E0,6.223917007E-2,8.977502584E-2,-4.761867523E-1,4.885561305E-1
8.368158963E0,2.790303230E-1,1.137717962E-1,-5.128355026E-1,5.948127399E-1
8.373125578E0,5.316228867E-1,-1.683209538E-1,2.302556038E-1,6.033013179E-1
8.378095317E0,3.650288582E-1,-4.120568633E-1,1.422475815E0,1.525278456E0
8.383068546E0,1.275855541E0,-2.866315246E-1,5.052332878E-1,1.401865068E0
8.388040057E0,1.239900112E0,-8.813630939E-1,7.016897202E-2,1.522851561E0
8.393013130E0,2.445812225E-1,-1.426959634E-1,1.293662548E0,1.324290339E0
8.397986984E0,1.369308472E0,-7.465911508E-1,2.088478088E0,2.606558030E0
8.402950942E0,1.219467640E0,2.985751033E-1,4.735379219E-1,1.341822112E0
8.407900005E0,1.420672894E0,2.160489559E-1,8.036870956E-1,1.646481573E0
8.412850682E0,6.874666214E-1,5.330344439E-1,1.716190338E0,1.924069996E0
8.417805109E0,1.180500984E0,6.251118183E-1,2.879476547E-2,1.336104973E0
8.422764328E0,2.589449883E-1,6.259019375E-1,7.743287086E-1,1.028781168E0
8.427727192E0,-2.953906059E-1,1.962643862E-1,-9.669127464E-1,1.029900762E0
8.432694432E0,-2.981128693E-1,6.902410388E-1,2.547979355E-2,7.522986072E-1
8.437665369E0,6.635284424E-2,-2.184351683E-1,-1.211572170E0,1.232892431E0
8.442639067E0,-1.251020432E0,1.054223776E-1,-1.230497837E0,1.757922332E0
8.447615317E0,-1.229094028E0,7.488471270E-2,7.581825256E-1,1.446070743E0
8.452592088E0,-4.805293083E-1,7.108449936E-4,-1.348261833E0,1.431334654E0
8.457568963E0,-1.061901569E0,3.902759552E-1,-9.821090698E-1,1.498161703E0
8.462525682E0,-1.096997738E0,-2.037854195E-1,-8.007364273E-1,1.373357696E0
8.467484067E0,-1.484438419E0,4.484812617E-1,-5.037555695E-1,1.630479235E0
8.472443755E0,-3.025050163E-1,-6.255704165E-2,-1.462502003E0,1.494769138E0
8.477403494E0,-8.373584747E-1,1.416945457E-1,-5.019397736E-1,9.865039766E-1
8.482364171E0,-6.902294159E-1,2.836607099E-1,-3.892040253E-2,7.472582168E-1
8.487326724E0,-6.575822830E-2,3.558650613E-1,-1.753015518E0,1.789979747E0
8.492290474E0,-3.617305756E-1,-1.703862548E-1,-2.823629379E-1,4.894990437E-1
8.497255630E0,-6.607279778E-1,-2.862960100E-2,8.336529732E-1,1.064123298E0
8.502223390E0,-7.163124084E-1,1.800265908E-1,-4.310016632E-1,8.551464632E-1
8.507192661E0,5.665659904E-1,-1.308357120E-1,-6.474127769E-1,8.702059002E-1
8.512164015E0,-1.464595795E-1,-4.664713144E-2,-7.858924866E-1,8.007829692E-1
8.517142349E0,-3.296551704E-1,-5.584326386E-1,6.354684830E-1,9.079315702E-1
8.522078442E0,-1.197743416E-1,-2.381789684E-2,-1.021687508E0,1.028959935E0
8.527019171E0,6.066522598E-1,-6.336190104E-1,-1.507501125E0,1.744150125E0
8.531968026E0,6.546974182E-4,-4.220523238E-1,-2.284412384E-1,4.799104000E-1
8.536924015E0,3.130645752E-1,-7.965413928E-1,7.345094681E-1,1.127826129E0
8.541889224E0,5.211887360E-1,-2.397180796E-1,-4.270052910E-1,7.151475195E-1
8.546861411E0,1.304350853E0,-1.499426365E-1,-1.339667320E0,1.875772500E0
8.551840265E0,6.965060234E-1,-1.896505952E-1,4.780240059E-1,8.657915102E-1
8.556822817E0,1.553192616E0,-5.419565439E-1,1.129371643E0,1.995395827E0
8.561804432E0,7.942972183E-1,-4.321020246E-1,-5.987462997E-1,1.084489448E0
8.566771411E0,1.183398247E0,-5.059974790E-1,-4.743270874E-1,1.371659960E0
8.571738755E0,1.329723835E0,6.260464191E-1,5.455393791E-1,1.567709415E0
8.576708338E0,1.585054874E0,5.823767185E-1,-1.140732765E0,2.037850053E0
8.581675734E0,7.785229683E-1,7.155243754E-1,-3.836579323E-1,1.124840679E0
8.586626046E0,3.602685928E-1,1.909339428E-1,9.380617142E-1,1.022843590E0
8.591578182E0,4.684114456E-1,1.909949780E-1,-1.504658222E0,1.587414479E0
8.596532088E0,-1.746177673E-2,-4.348868132E-2,-1.090011120E0,1.091018066E0
8.601491567E0,1.949181557E-1,-5.978668928E-1,2.248435020E-1,6.678267061E-1
8.606456567E0,2.954826355E-1,-4.749081731E-1,-9.266571999E-1,1.082377627E0
8.611426671E0,4.473261833E-1,-2.393888831E-1,-1.267162800E0,1.364957623E0
8.616401619E0,-3.980226517E-1,2.970051765E-1,-3.400197029E-1,6.018700063E-1
8.621377921E0,-4.203372002E-1,8.685184717E-1,3.695650101E-1,1.033240531E0
8.626355578E0,1.694483757E-1,8.627929688E-1,-1.677241325E-1,8.951289536E-1
8.631323442E0,-9.060120583E-1,6.772893071E-1,-9.252295494E-1,1.461378929E0
8.636292244E0,-1.824093819E0,4.055628777E-1,-2.181963921E-1,1.881331755E0
8.641253546E0,-7.372012138E-1,-3.919024467E-1,-4.485902786E-1,9.477797189E-1
8.646200994E0,-1.007171154E0,-3.947438598E-1,-4.837121964E-1,1.184986893E0
8.651150369E0,-1.044708729E0,-2.608388662E-1,7.924985886E-2,1.079691522E0
8.656103859E0,-5.323557854E-1,-2.159227133E-1,3.884830475E-1,6.935015346E-1
8.661062661E0,7.354993820E-1,3.360459805E-1,3.208780289E-2,8.092687249E-1
8.666026724E0,1.941332817E-1,2.487977147E-1,1.867413521E-1,3.666883779E-1
8.670994224E0,-9.108915329E-1,3.382641077E-1,1.910373688E0,2.143285706E0
8.675964588E0,4.855923653E-1,3.540197611E-1,8.810324669E-1,1.066465257E0
8.680937869E0,1.043881893E0,-1.186851859E-1,-5.524468422E-1,1.187001724E0
8.685913182E0,-4.615507126E-1,-1.816442609E-1,-5.962109566E-1,7.755586390E-1
8.690889796E0,8.673954010E-2,-1.725219488E-1,1.588586807E0,1.600279855E0
8.695848078E0,2.664089203E-1,-3.334125876E-1,-9.323358536E-2,4.368411243E-1
8.700807817E0,2.764177322E-1,-4.181730747E-2,-8.338375092E-1,8.794546274E-1
8.705769640E0,-3.393974304E-1,-6.886875629E-2,1.803999424E0,1.836939695E0
8.710733703E0,5.109238625E-1,5.358111262E-1,-8.425536156E-1,1.121620859E0
