"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.332605260E-1,-3.696489334E-2,-2.598799765E-3,2.580485344E-1,2.606956141E-1
6.382215150E-1,-1.627259254E-1,3.775297105E-2,1.143980026E-2,1.674391909E-1
6.431892760E-1,-1.211833954E-1,1.842171326E-2,-2.449493408E-1,2.739068353E-1
6.481575570E-1,9.123706818E-2,-7.823713124E-3,-3.545432091E-1,3.661779625E-1
6.531263070E-1,1.668558121E-1,6.336756051E-3,-5.988264084E-2,1.773892533E-1
6.580814110E-1,1.443524361E-1,1.316080242E-2,2.395739555E-1,2.800116296E-1
6.630381300E-1,-2.086448669E-2,1.307971776E-2,2.377152443E-1,2.389873285E-1
6.679976090E-1,-1.610431671E-1,2.961785346E-2,-1.818466187E-2,1.647507234E-1
6.729610460E-1,-1.265168190E-1,2.227313071E-2,-2.317328453E-1,2.649579390E-1
6.779280260E-1,-2.566957474E-2,1.978184283E-2,-3.082203865E-1,3.099194331E-1
6.828893800E-1,1.291899681E-1,3.135791793E-2,-1.159272194E-1,1.763873212E-1
6.878545360E-1,2.590351105E-1,-1.186154783E-2,1.531138420E-1,3.011373995E-1
6.928224530E-1,5.504035950E-2,5.467703938E-2,2.752547264E-1,2.859793423E-1
6.977911510E-1,-1.426277161E-1,3.999695554E-2,1.162328720E-1,1.882883490E-1
7.027603170E-1,-1.059098244E-1,-2.443650365E-2,-3.187990189E-2,1.132711868E-1
7.077171400E-1,-1.017141342E-2,3.292137012E-2,-2.784476280E-1,2.805714808E-1
7.126782340E-1,1.824126244E-1,-3.854870796E-2,-2.881145477E-1,3.431768655E-1
7.176427650E-1,2.668051720E-1,-2.174636722E-2,2.020454407E-2,2.684513510E-1
7.226088070E-1,6.996488571E-2,1.874392480E-2,1.955909729E-1,2.085719268E-1
7.275770880E-1,-1.682429314E-1,-4.311597347E-2,1.441721916E-1,2.257217135E-1
7.325456300E-1,-1.787910461E-1,3.091298416E-2,-8.973312378E-2,2.024200689E-1
7.375171920E-1,-1.726231575E-1,4.493714124E-2,-2.195415497E-1,2.828720439E-1
7.424894320E-1,3.788185120E-2,1.619870588E-2,-3.293876648E-1,3.319543138E-1
7.474621920E-1,1.566424370E-1,9.206703305E-2,-4.673147202E-2,1.876086941E-1
7.524252650E-1,1.461043358E-1,1.053995639E-2,1.979794502E-1,2.462791715E-1
7.573731820E-1,-1.165237427E-1,-6.199136376E-3,1.679606438E-1,2.045164780E-1
7.623232340E-1,1.981019974E-2,-6.547588110E-2,-1.113181114E-1,1.306570203E-1
7.672773490E-1,-2.465472221E-1,7.759828120E-2,8.563518524E-3,2.586123737E-1
7.722375570E-1,-1.144409180E-5,-1.318767667E-3,-5.827488899E-1,5.827503822E-1
7.772016710E-1,2.665009499E-1,-2.523061633E-2,8.427095413E-2,2.806437849E-1
7.821706300E-1,3.881263733E-2,-3.000137210E-2,7.379055023E-2,8.860896370E-2
7.871431300E-1,-3.284883499E-2,-1.062536240E-2,2.823190689E-1,2.844222230E-1
7.921166710E-1,-2.369737625E-1,-6.043526530E-2,5.680561066E-2,2.510694382E-1
7.970905780E-1,-4.281139374E-2,-3.847127408E-2,-3.281970024E-1,3.332058324E-1
8.020645360E-1,-8.269262314E-2,-2.148325741E-2,-1.759967804E-1,1.956386132E-1
8.070409420E-1,6.539297104E-2,-1.895207912E-2,-1.984372139E-1,2.097921586E-1
8.119895360E-1,2.219619751E-1,-6.632768363E-2,1.899871826E-1,2.996024192E-1
8.169378690E-1,4.022598267E-3,-6.451323628E-3,2.334284782E-1,2.335522540E-1
8.218914110E-1,-1.623072624E-1,-2.764566243E-2,1.531066895E-1,2.248323563E-1
8.268497440E-1,-9.923267365E-2,-2.738671005E-2,-3.102874756E-2,1.075171548E-1
8.318115670E-1,-1.302242279E-2,-1.284577698E-2,-2.443871498E-1,2.450707581E-1
8.367772960E-1,1.819925308E-1,-9.825975448E-2,-2.900118828E-1,3.562066153E-1
8.417460990E-1,2.569169998E-1,-7.620877773E-2,3.728580475E-2,2.705630312E-1
8.467193800E-1,3.640270233E-2,-3.058598936E-2,1.959004402E-1,2.015878021E-1
8.516944840E-1,-1.563906670E-1,-1.087357700E-1,1.421036720E-1,2.376446128E-1
8.566737550E-1,-2.097969055E-1,-4.602734745E-2,-7.278013229E-2,2.267822875E-1
8.616495360E-1,-1.724572182E-1,-2.189106494E-2,-1.623878479E-1,2.378876289E-1
8.666211510E-1,6.889677048E-2,-6.447036564E-2,-2.726697922E-1,2.885342416E-1
8.715776090E-1,2.206230164E-1,-3.793885559E-2,-3.795385361E-2,2.270558678E-1
8.765261510E-1,1.762628555E-1,-1.635900140E-2,2.518587112E-1,3.078457757E-1
8.814767240E-1,-4.382562637E-2,-2.806162834E-2,2.379784584E-1,2.436019031E-1
8.864308380E-1,-1.671214104E-1,1.968011260E-2,4.138135910E-2,1.732896117E-1
8.913913070E-1,-1.302618980E-1,9.970478714E-3,-1.915440559E-1,2.318549070E-1
8.963563070E-1,6.551218033E-2,-2.574779093E-2,-2.990841866E-1,3.072558301E-1
9.013241710E-1,1.649756432E-1,2.418483794E-2,-3.560256958E-2,1.704975430E-1
9.062955260E-1,1.353325844E-1,9.572476149E-3,2.494382858E-1,2.839471767E-1
9.112701090E-1,-3.218507767E-2,2.611887455E-2,2.332444191E-1,2.368987840E-1
9.162467760E-1,-2.031202316E-1,2.592988312E-2,2.722740173E-2,2.065708565E-1
9.212089110E-1,-1.445498466E-1,-2.794824541E-3,-1.984949112E-1,2.455660786E-1
9.261717760E-1,-5.555534363E-2,1.150000095E-2,-3.582382202E-1,3.627027277E-1
9.311361510E-1,1.422815323E-1,-3.016561270E-3,-1.583604813E-1,2.129111930E-1
9.361031820E-1,2.103481293E-1,-2.927964181E-2,2.059307098E-1,2.958227344E-1
9.410772440E-1,4.470443726E-2,3.505959734E-2,3.229632378E-1,3.279221173E-1
9.460206820E-1,-1.553149223E-1,1.340615004E-2,1.612496376E-1,2.242852995E-1
9.509671920E-1,-1.090202332E-1,6.196372211E-3,-9.647178650E-2,1.457072814E-1
9.559184940E-1,-2.982187271E-2,1.337181032E-2,-2.618160248E-1,2.638480249E-1
9.608759420E-1,1.557984352E-1,-1.765474677E-2,-2.264866829E-1,2.754651703E-1
9.658487550E-1,2.427263260E-1,-1.049758494E-2,2.913904190E-2,2.446944061E-1
9.708258380E-1,7.925033569E-2,3.461878374E-2,1.950716972E-1,2.133823867E-1
9.758068280E-1,-1.709127426E-1,-1.316155493E-2,3.913450241E-2,1.758291824E-1
9.807887030E-1,-2.098832130E-1,4.154122621E-2,-7.520198822E-2,2.267861892E-1
9.857475570E-1,-1.417231560E-1,5.313215405E-2,-2.169680595E-1,2.645441695E-1
9.907074530E-1,8.271503448E-2,9.958639741E-3,-2.934970856E-1,3.050925936E-1
9.956675050E-1,2.604570389E-1,9.811274707E-3,-5.623197556E-2,2.666386418E-1
1.000628338E0,1.729745865E-1,2.388725430E-2,2.385249138E-1,2.956094433E-1
1.005592974E0,-4.230451584E-2,-1.429150254E-2,2.057113647E-1,2.105019826E-1
1.010560421E0,-1.561417580E-1,1.443461329E-2,-1.670503616E-2,1.576948473E-1
1.015528651E0,-1.288747787E-1,4.913099110E-3,-2.515211105E-1,2.826583029E-1
1.020497609E0,1.120843887E-1,-4.973612726E-2,-3.230104446E-1,3.455030244E-1
1.025467296E0,1.826844215E-1,4.376471043E-4,-5.461883545E-2,1.906751337E-1
1.030437609E0,1.196365356E-1,7.423795760E-3,1.949481964E-1,2.288510710E-1
1.035408286E0,-1.683712006E-2,-1.158257574E-2,1.744170189E-1,1.756101966E-1
1.040379432E0,-1.783351898E-1,5.033700541E-2,-2.406597137E-2,1.868593723E-1
1.045340578E0,-1.817336082E-1,1.913648471E-2,-2.493600845E-1,3.091500625E-1
1.050286619E0,-2.822732925E-2,1.199182123E-2,-3.826308250E-1,3.838579609E-1
1.055234901E0,1.717877388E-1,1.895425096E-2,-1.564583778E-1,2.331298240E-1
1.060187401E0,2.348866463E-1,-3.599748015E-2,1.863975525E-1,3.020125871E-1
1.065145369E0,1.205825806E-2,3.563760594E-2,2.892990112E-1,2.917350826E-1
1.070109380E0,-1.805629730E-1,3.773448616E-2,9.461021423E-2,2.073112908E-1
1.075076203E0,-1.601581573E-1,-1.719847322E-2,-1.459670067E-1,2.173770684E-1
1.080044276E0,1.214170456E-2,-2.641524374E-2,-3.133149147E-1,3.146608045E-1
1.085016828E0,1.904430389E-1,-6.648865342E-2,-1.922445297E-1,2.786525638E-1
1.089993026E0,2.795801163E-1,-6.141351908E-2,1.270694733E-1,3.131825550E-1
1.094970786E0,3.024816513E-2,-1.098730415E-2,1.734523773E-1,1.764125833E-1
1.099949171E0,-1.956882477E-1,-3.459122777E-2,1.523733139E-2,1.993053426E-1
1.104911359E0,-2.011017799E-1,-1.767680794E-2,-8.001995087E-2,2.171579793E-1
1.109864171E0,-1.353282928E-1,-9.033307433E-4,-1.386861801E-1,1.937741453E-1
1.114818442E0,6.055021286E-2,-1.516151428E-2,-2.182426453E-1,2.269935065E-1
1.119775682E0,2.551374435E-1,-1.037933677E-2,-2.678108215E-2,2.567490450E-1
1.124736724E0,1.843886375E-1,6.240479648E-3,2.462692261E-1,3.077119513E-1
1.129700630E0,-8.793640137E-2,-9.817108512E-4,2.323126793E-1,2.484007959E-1
1.134668442E0,-2.251801491E-1,-5.075858533E-2,1.921749115E-2,2.316286802E-1
1.139639015E0,-2.021512985E-1,9.225497395E-2,-2.585744858E-1,3.409353200E-1
1.144610109E0,5.142021179E-2,5.104853585E-2,-2.565288544E-1,2.665652722E-1
1.149581463E0,2.177314758E-1,-4.934726655E-2,3.006458282E-2,2.252687893E-1
1.154552817E0,1.638617516E-1,-7.521367073E-2,3.359804153E-1,3.813012056E-1
1.159526359E0,-1.369543076E-1,-3.656025231E-2,2.478413582E-1,2.855144011E-1
1.164491776E0,-2.286233902E-1,-2.431844920E-2,-5.569362640E-2,2.365625108E-1
1.169438963E0,-1.816558838E-1,-5.018714070E-2,-2.689294815E-1,3.283910401E-1
1.174388234E0,2.179718018E-2,-4.026929289E-2,-3.047237396E-1,3.081449180E-1
1.179341567E0,1.906065941E-1,-3.052677214E-2,4.657793045E-2,1.985755804E-1
1.184300734E0,1.820979118E-1,-3.515979648E-2,3.000946045E-1,3.527784467E-1
1.189264849E0,-3.091335297E-2,-3.487943113E-2,2.216739655E-1,2.265205445E-1
1.194231724E0,-2.350845337E-1,5.092737079E-2,8.460092545E-2,2.549816693E-1
1.199202869E0,-1.857194901E-1,7.731050253E-3,-1.107583046E-1,2.163767551E-1
1.204177974E0,4.374313354E-2,-5.878815055E-2,-2.450599670E-1,2.557809528E-1
1.209154849E0,2.596960068E-1,-2.747090906E-2,-1.030559540E-1,2.807440052E-1
1.214121880E0,2.150397301E-1,-4.163169861E-2,1.587514877E-1,2.705130657E-1
1.219105317E0,-1.237487793E-2,-1.285347342E-2,1.811146736E-1,1.819914129E-1
1.224062088E0,-2.094817162E-1,-9.123310447E-4,1.511545181E-1,2.583236538E-1
1.229014953E0,-2.554116249E-1,-2.704799175E-2,-1.135678291E-1,2.808279612E-1
1.233969588E0,-1.275153160E-1,3.021828458E-2,-2.573490143E-1,2.887937252E-1
1.238926203E0,1.753816605E-1,4.649984464E-2,-1.176176071E-1,2.162287305E-1
1.243885786E0,2.692098618E-1,-8.221969754E-2,7.542181015E-2,2.914146149E-1
1.248849171E0,1.412072182E-1,3.472923487E-2,3.240299225E-1,3.551633271E-1
1.253817661E0,-1.998028755E-1,7.482115924E-2,1.742267609E-1,2.754530071E-1
1.258788182E0,-1.887698174E-1,5.954131484E-4,-1.263613701E-1,2.271598431E-1
1.263763026E0,-1.391887665E-2,-6.569601595E-3,-2.510318756E-1,2.515032751E-1
1.268738807E0,1.288113594E-1,5.277305841E-3,-2.466764450E-1,2.783334058E-1
1.273715682E0,2.182765007E-1,2.896519378E-2,-1.930475235E-2,2.210345825E-1
1.278672557E0,7.178735733E-2,4.267574847E-2,3.059844971E-1,3.171768539E-1
1.283631255E0,-1.807184219E-1,-5.976760387E-2,1.515393257E-1,2.433012161E-1
1.288591619E0,-1.580290794E-1,2.387107909E-2,-7.038593292E-2,1.746344694E-1
1.293554901E0,-1.592535973E-1,5.216573551E-2,-3.641433716E-1,4.008532989E-1
1.298519953E0,7.270526886E-2,-2.668425441E-2,-2.639875412E-1,2.751136628E-1
1.303487765E0,2.196812630E-1,3.040331230E-2,8.463764191E-2,2.373768083E-1
1.308456619E0,1.585450172E-1,2.294875681E-2,1.788425446E-1,2.400996120E-1
1.313412609E0,-4.708099365E-2,-1.294969022E-2,2.462558746E-1,2.510503341E-1
1.318370161E0,-2.320823669E-1,2.746750042E-2,8.518123627E-2,2.487418976E-1
1.323330213E0,-1.235704422E-1,-1.239061356E-3,-2.167935371E-1,2.495408327E-1
1.328292557E0,1.622943878E-1,-3.663697839E-2,-5.828876495E-1,6.061680860E-1
1.333258338E0,1.592683792E-1,-1.047192514E-2,5.291986465E-2,1.681564447E-1
1.338227869E0,7.278299332E-2,2.729077265E-2,3.869428635E-1,3.946731939E-1
1.343200057E0,4.547691345E-2,-4.636290669E-2,1.778073311E-1,1.892963702E-1
1.348168963E0,-6.766338348E-1,7.283758372E-2,1.425037384E-1,6.953027941E-1
1.353138651E0,-3.004264832E-1,-1.894712597E-1,-3.208684921E-2,3.566300547E-1
1.358106463E0,1.571736336E-1,1.686478406E-2,-6.481161118E-1,6.671150323E-1
1.363065682E0,1.182785034E-1,-4.585824907E-3,-5.506305695E-1,5.632094266E-1
1.368027974E0,3.703236580E-1,-9.060458839E-2,1.340932846E-1,4.041408320E-1
1.372992244E0,2.774572372E-2,6.237693876E-2,5.294151306E-1,5.337987338E-1
1.377955161E0,-1.463737488E-1,-6.147576123E-2,1.716861725E-1,2.338390159E-1
1.382918494E0,-1.499161720E-1,-5.629715323E-2,-1.836824417E-1,2.436872329E-1
1.387883026E0,-7.522201538E-2,2.737455070E-2,-2.080206871E-1,2.228908340E-1
1.392849953E0,-5.653858185E-3,-4.644524306E-2,-3.678898811E-1,3.708531938E-1
1.397817713E0,2.301468849E-1,-5.965784192E-3,2.259078026E-1,3.225484684E-1
1.402764953E0,1.925854683E-1,-3.673851490E-2,2.216644287E-1,2.959290456E-1
1.407717140E0,-1.131887436E-1,-5.535640568E-2,7.504940033E-2,1.466575461E-1
1.412675630E0,-2.287487984E-1,-9.731806815E-3,-1.321086884E-1,2.643358212E-1
1.417640317E0,-1.533050537E-1,-7.184736431E-3,-3.755474091E-1,4.056968282E-1
1.422609744E0,8.582353592E-2,-2.469219267E-3,-5.212211609E-2,1.004414822E-1
1.427585578E0,2.849192619E-1,-4.550997913E-2,2.258877754E-1,3.664361215E-1
1.432563494E0,1.468186378E-1,4.763260484E-3,-1.240730286E-3,1.469011248E-1
1.437528546E0,-1.013450623E-1,1.234659627E-1,-6.314420700E-2,1.717610447E-1
1.442494067E0,-2.713317871E-1,4.387757927E-2,2.737569809E-2,2.762165989E-1
1.447460578E0,-1.124205589E-1,-7.041219622E-2,-2.493476868E-2,1.349740795E-1
1.452428494E0,1.187138557E-1,4.428983480E-2,-3.973793983E-1,4.170910635E-1
1.457389067E0,3.320055008E-1,-2.987726778E-2,-7.877016068E-2,3.425274323E-1
1.462350317E0,1.917877197E-1,2.234214172E-2,3.015270233E-1,3.580506201E-1
1.467313286E0,5.215120316E-2,-2.764971554E-2,5.468082428E-2,8.046270754E-2
1.472278338E0,-1.904735565E-1,1.078074574E-1,6.832647324E-2,2.292839518E-1
1.477245057E0,-3.053278923E-1,4.270573705E-2,-1.151037216E-1,3.290862630E-1
1.482200786E0,-3.448343277E-2,7.570749521E-2,-2.398676872E-1,2.538843031E-1
1.487160474E0,1.631464958E-1,5.835281312E-2,-1.312046051E-1,2.173395461E-1
1.492123703E0,3.806328773E-1,-4.686460644E-2,1.402988434E-1,4.083643522E-1
1.497088494E0,1.471490860E-1,2.713352814E-2,2.720074654E-1,3.104466831E-1
1.502055421E0,-1.083612442E-1,3.399031982E-2,1.083436012E-1,1.569580741E-1
1.507024224E0,-1.550412178E-1,4.083116353E-2,-1.133861542E-1,1.963705250E-1
1.511997974E0,-9.434080124E-2,4.048845172E-2,-1.956119537E-1,2.209152280E-1
1.516972505E0,1.252298355E-1,1.150812954E-2,-1.135311127E-1,1.694233228E-1
1.521927401E0,2.456364632E-1,-2.909753472E-2,2.172136307E-1,3.291894590E-1
1.526883963E0,1.722812653E-1,1.147498190E-2,1.893281937E-1,2.562375353E-1
1.531842921E0,-8.568954468E-2,-5.985764414E-2,6.657218933E-2,1.239253486E-1
1.536809588E0,-2.274856567E-1,-1.656081527E-2,-1.050467491E-1,2.511151213E-1
1.541778494E0,-1.661810875E-1,3.828379512E-2,-2.087211609E-1,2.695298236E-1
1.546750057E0,8.761882782E-3,-3.087623417E-2,-1.810436249E-1,1.838665454E-1
1.551722765E0,2.607631683E-1,-2.351561189E-2,5.397796631E-3,2.618769753E-1
1.556680369E0,1.352686882E-1,9.904220700E-3,2.164993286E-1,2.554753822E-1
1.561639640E0,-7.485342026E-2,-5.674654990E-2,1.884965897E-1,2.106042966E-1
1.566601046E0,-2.381815910E-1,-1.815462112E-2,5.632734299E-2,2.454237766E-1
1.571567609E0,-2.007598877E-1,-3.688598424E-2,-2.265658379E-1,3.049544019E-1
1.576535786E0,5.752038956E-2,-5.310652405E-2,-3.007621765E-1,3.107841452E-1
1.581507765E0,2.427554131E-1,-3.140053153E-2,2.424955368E-2,2.459760655E-1
1.586480526E0,1.601395607E-1,-4.071561247E-2,2.993736267E-1,3.419459144E-1
1.591453390E0,-5.278158188E-2,-9.021279216E-2,1.213121414E-1,1.601276956E-1
1.596414588E0,-3.755464554E-1,-5.136237293E-2,-1.930871010E-1,4.253890714E-1
1.601363807E0,-3.057270050E-1,-6.749352813E-2,-1.917095184E-1,3.671197589E-1
1.606314744E0,-1.534690857E-1,-1.641859114E-1,-1.783018112E-1,2.868820483E-1
1.611269432E0,1.497373581E-1,-1.176032349E-1,3.429079056E-2,1.934622847E-1
