"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.711061106E0,-7.101378441E-1,-2.196973562E-2,1.549763680E-1,7.271836780E-1
9.716040533E0,2.874197960E-1,-3.243943751E-1,-4.206509590E-1,6.039777140E-1
9.721008085E0,-3.156661987E-4,-9.036844373E-1,-3.695197105E-1,9.763147435E-1
9.725976470E0,-5.725684166E-1,-6.788432598E-1,-7.658481598E-2,8.913629996E-1
9.730936262E0,8.531856537E-2,-5.235255957E-1,-1.234283447E-1,5.446033999E-1
9.735897356E0,3.426256180E-1,1.985807419E-1,3.707184792E-1,5.424562802E-1
9.740859074E0,-5.193233490E-3,8.199071884E-2,-3.611912727E-1,3.704167695E-1
9.745822772E0,6.092238426E-1,3.509324193E-1,8.432912827E-1,1.097928705E0
9.750787304E0,4.994874001E-1,-3.858722448E-1,1.123737812E0,1.288864509E0
9.755753449E0,-4.942893982E-3,-3.275586069E-1,-6.823258400E-1,7.568934040E-1
9.760710324E0,-1.328358650E-1,-5.223497152E-1,-1.514277458E-1,5.598436873E-1
9.765671470E0,-1.141443253E-1,-2.292479277E-1,-4.375061989E-1,5.069469532E-1
9.770633501E0,-6.167602539E-1,-5.218499303E-1,5.444154739E-1,9.742221352E-1
9.775599126E0,-1.878819466E-1,2.691400051E-1,4.197993279E-1,5.328859576E-1
9.780567304E0,4.907312393E-1,-5.192697048E-3,-1.347488880E0,1.434074752E0
9.785538293E0,-2.218923569E-1,2.859225869E-1,-1.576824188E-1,3.947805580E-1
9.790512512E0,-1.022953510E0,3.110855818E-2,1.615274429E0,1.912201116E0
9.795485637E0,-5.302515030E-1,-1.374657750E-1,5.765461922E-1,7.952792009E-1
9.800454647E0,-6.166367531E-1,-4.635977745E-1,-8.298826218E-1,1.133079409E0
9.805424439E0,-7.709183693E-1,-3.202837110E-1,-9.656300545E-1,1.276455322E0
9.810361731E0,2.051925659E-2,-6.433978081E-1,2.093167305E-1,6.769012284E-1
9.815301835E0,-3.362488747E-1,9.141731262E-2,7.835788727E-1,8.575641553E-1
9.820247876E0,-1.522245407E-1,3.441411853E-1,-1.130653858E0,1.191630653E0
9.825201418E0,1.912541389E-1,8.053241968E-1,-1.125686646E0,1.397245731E0
9.830164022E0,-6.298832893E-1,4.832383394E-1,-5.227041245E-2,7.956157659E-1
9.835132981E0,-9.966945648E-1,5.881750584E-2,1.391553879E-2,9.985255113E-1
9.840109543E0,-5.315904617E-1,-1.237955689E-1,-1.205897331E0,1.323669950E0
9.845091679E0,-5.332255363E-1,-2.127956748E-1,-1.632845879E0,1.730837120E0
9.850077043E0,-6.623716354E-1,-3.329867125E-2,2.023563385E-1,6.933924377E-1
9.855039231E0,-3.004894257E-1,-6.288796663E-2,-6.253814697E-1,6.966712094E-1
9.860003970E0,1.864566803E-1,1.660847664E-1,-1.493952274E0,1.514676085E0
9.864971887E0,-2.738904953E-2,-1.267527342E-1,-1.036873341E0,1.044951071E0
9.869940689E0,-1.720724106E-1,1.547160149E-1,-4.817290306E-1,5.344238193E-1
9.874899231E0,3.407888412E-1,2.443655133E-1,-7.831735611E-1,8.883762521E-1
9.879858658E0,2.729086876E-1,-1.974035501E-1,-1.257841110E0,1.302156508E0
9.884819856E0,-2.638053894E-1,7.686918974E-2,-1.816058159E-1,3.293673150E-1
9.889784751E0,8.062982559E-2,-5.585989952E-1,1.563768387E-1,5.856515362E-1
9.894751783E0,-4.448771477E-1,-1.595354676E-1,1.122307777E-1,4.857602180E-1
9.899722304E0,2.481799126E-1,-4.997968674E-3,-9.344520569E-1,9.668603287E-1
9.904695376E0,8.216266632E-1,-1.037412882E-2,-1.194672585E-1,8.303315134E-1
9.909670168E0,5.495476723E-1,-1.070408821E-1,-2.669625282E-1,6.202655770E-1
9.914614439E0,2.711234093E-1,5.276447535E-2,-5.117464066E-2,2.809107274E-1
9.919562720E0,6.526660919E-1,-5.269434452E-1,1.148576736E-1,8.466609163E-1
9.924516210E0,3.407592773E-1,-9.890013933E-2,-3.805222511E-1,5.202838708E-1
9.929476158E0,2.698802948E-2,-1.709201932E-1,4.714899063E-1,5.022397813E-1
9.934441574E0,7.898392677E-1,-3.987536728E-1,8.778882027E-1,1.246410148E0
9.939412564E0,2.182636261E-1,2.938419580E-2,5.501842499E-1,5.926256409E-1
9.944387199E0,4.418826103E-1,-1.198143363E-1,-9.065279961E-1,1.015582948E0
9.949367824E0,3.939361572E-1,-2.706058025E-1,-6.787152290E-1,8.301009327E-1
9.954348710E0,-1.659908295E-1,-3.037899435E-1,6.158957481E-1,7.065188305E-1
9.959330116E0,-4.081320763E-1,-5.092231035E-1,7.616825104E-1,1.003015557E0
9.964279543E0,7.005314827E-1,-5.779230595E-1,-3.594160080E-1,9.766879173E-1
9.969236366E0,5.127902031E-1,-2.660944164E-1,-7.296819687E-1,9.306964093E-1
9.974194960E0,-4.249429703E-2,-3.610490561E-1,1.271252632E-1,3.851272760E-1
9.979156626E0,7.585716248E-2,4.396200180E-2,1.018213272E0,1.021981034E0
9.984121470E0,1.965794563E-1,-3.026916683E-1,1.065053940E-1,3.763098825E-1
9.989086939E0,-2.115917206E-1,-2.084786892E-1,5.003738403E-2,3.012277541E-1
9.994054126E0,-1.647472382E-3,-3.677286804E-1,6.966419220E-1,7.877417496E-1
9.999022251E0,-5.181741714E-1,7.580465078E-2,1.739029884E-1,5.518089039E-1
1.000399423E1,-4.180154800E-1,-4.690200388E-1,-7.346363068E-1,9.666474236E-1
1.000893355E1,-2.514257431E-1,-3.121018112E-1,2.532582283E-1,4.740908932E-1
1.001387684E1,4.034152031E-1,-4.715430439E-1,-2.055211067E-1,6.537091047E-1
1.001882616E1,-5.398902893E-1,-5.968582630E-1,-2.435874939E-1,8.408663258E-1
1.002378282E1,-8.797359467E-2,-6.404607296E-1,6.474747658E-1,9.149605849E-1
1.002874736E1,1.260545731E0,-1.133570194E0,5.158262253E-1,1.772014001E0
1.003372043E1,1.266999245E-1,-6.523914337E-1,4.079322815E-1,7.797924082E-1
1.003869944E1,1.522984505E-1,-4.250514209E-1,9.843220711E-1,1.082937426E0
1.004368340E1,9.115390778E-1,-3.896120191E-1,1.477136612E0,1.778941704E0
1.004866881E1,6.410899162E-1,-1.388153434E-1,1.091257095E0,1.273227406E0
1.005365423E1,3.825235367E-1,-2.377138436E-1,1.115422249E0,1.202912682E0
1.005861194E1,5.597357750E-1,-4.800044000E-1,6.155767441E-1,9.605431222E-1
1.006356147E1,-1.198229790E-1,-2.362825871E-1,6.164245605E-1,6.709442943E-1
1.006851288E1,-4.597282410E-2,-4.807169437E-1,2.618966103E-1,5.493560913E-1
1.007346673E1,1.112045765E0,-1.071647763E0,-4.244422913E-2,1.544951852E0
1.007842626E1,-1.581048965E-2,-7.478368878E-1,6.532340050E-1,9.930884390E-1
1.008339105E1,-2.602190971E-1,-2.140335739E-1,6.215682030E-1,7.070158274E-1
1.008836152E1,8.922524452E-1,-3.098007739E-1,1.293971539E0,1.602015383E0
1.009333538E1,2.557468414E-1,1.273891330E-1,9.132719040E-1,9.569221540E-1
1.009831267E1,-1.878848076E-1,-4.453769326E-1,5.860424042E-2,4.869248094E-1
1.010329038E1,-1.434931755E-1,-3.475025296E-1,1.102870464E0,1.165191641E0
1.010824329E1,-3.987569809E-1,-1.665530205E-1,4.584741592E-2,4.345676288E-1
1.011319782E1,-4.827098846E-1,-1.624525189E-1,5.597352982E-2,5.123794392E-1
1.011815543E1,-1.010723114E-1,-4.935135245E-1,6.701140404E-1,8.383460134E-1
1.012311699E1,-6.614632607E-1,-6.592646241E-1,2.607712746E-1,9.696211360E-1
1.012808251E1,-1.144200802E0,-4.229834080E-1,-3.421325684E-1,1.266951117E0
1.013305157E1,-4.165000916E-1,-1.275528669E-1,-1.443597794E0,1.507884826E0
1.013802324E1,-9.371213913E-1,2.541082501E-1,2.659001350E-1,1.006712663E0
1.014299663E1,-5.042076111E-1,-3.868044317E-1,1.642557144E0,1.761203269E0
1.014796329E1,-8.867411613E-1,1.638914943E-1,-6.725153923E-1,1.124921003E0
1.015293277E1,-6.279797554E-1,-3.480146527E-1,-1.790610313E0,1.929185856E0
1.015790392E1,-1.871121883E0,-1.466810107E-1,-1.051654339E0,2.151415643E0
1.016287616E1,-8.778786659E-1,-6.322779655E-1,-6.847176552E-1,1.280345518E0
1.016783267E1,-6.358823776E-1,-8.368747234E-1,8.965826035E-2,1.054866961E0
1.017279038E1,-9.660511017E-1,-5.565140843E-1,-2.225481510E0,2.489122458E0
1.017774829E1,-7.637319565E-1,-5.201157331E-1,-1.256395340E0,1.559594860E0
1.018270730E1,2.523899078E-2,-6.034209728E-1,6.438922882E-1,8.828086746E-1
1.018766741E1,-1.606369019E-1,-6.773309708E-1,-1.519818306E-1,7.125166209E-1
1.019263064E1,2.959470749E-1,-2.369606495E-2,-5.411243439E-1,6.172209735E-1
1.019759845E1,1.017559528E0,-3.472572267E-1,-1.195481300E0,1.607852765E0
1.020256949E1,-3.721861839E-1,4.765343666E-2,4.025778770E-1,5.503293129E-1
1.020754204E1,1.739659309E-1,-6.375516057E-1,1.914644241E-2,6.611374905E-1
1.021250428E1,4.704995155E-1,-1.230262756E0,-6.388831139E-1,1.463928918E0
1.021746689E1,-1.661000252E-1,-7.362864017E-1,-1.616982937E0,1.784472107E0
1.022242178E1,-4.815373421E-1,-5.844731927E-1,-7.731151581E-1,1.082217248E0
1.022738074E1,5.434184074E-1,-3.680345416E-1,1.122275352E0,1.300098056E0
1.023234642E1,4.999542236E-2,-2.121006250E-1,-5.252656937E-1,5.686741302E-1
1.023731892E1,-1.741037369E-1,-1.156699061E-1,-1.092569828E0,1.112385036E0
1.024229256E1,2.555131912E-1,-4.236537218E-1,-8.747348785E-1,1.004953021E0
1.024727272E1,-5.796771049E-1,-4.275432229E-1,-6.059470177E-1,9.412707058E-1
1.025223788E1,-6.015973091E-1,-5.027058721E-1,3.312449455E-1,8.510909059E-1
1.025720434E1,2.587966919E-1,-1.166574717E0,6.921911240E-2,1.196939256E0
1.026215038E1,-9.321360588E-1,9.115397930E-2,-1.465357780E0,1.739097497E0
1.026710282E1,-4.623427391E-1,-2.668264508E-1,-1.360539436E0,1.461514530E0
1.027205715E1,-2.419567108E-2,-3.281954527E-1,-4.567623138E-1,5.629649163E-1
1.027701527E1,2.945933342E-1,-1.030201316E0,-2.942838669E-1,1.111171894E0
1.028197814E1,-1.143631935E-1,-1.044578552E0,1.844210148E0,2.122577292E0
1.028694626E1,1.232515812E0,-1.011412144E0,-2.884054184E-2,1.594641505E0
1.029191782E1,9.105205536E-1,-8.343043923E-1,-9.000253677E-1,1.528122103E0
1.029689543E1,2.055683136E-1,-1.959961951E-1,-7.096323967E-1,7.643631195E-1
1.030187366E1,4.314417839E-1,-9.418797493E-2,7.061161995E-1,8.328346023E-1
1.030684772E1,1.733384132E-1,2.989774942E-1,1.319184780E0,1.363701665E0
1.031180902E1,8.813714981E-2,6.340504885E-1,-3.416929245E-1,7.256322993E-1
1.031677079E1,1.109261513E-1,-1.361951232E-1,-1.944365501E-1,2.620291866E-1
1.032172277E1,-3.494505882E-1,-6.926936507E-1,2.946243286E-1,8.299058395E-1
1.032667855E1,-1.240992069E0,-1.164750099E0,-5.771102905E-1,1.797153415E0
1.033163803E1,-4.243612289E-2,-5.978167057E-1,-1.225618839E0,1.364304650E0
1.033660246E1,-2.437100410E-1,-4.474401474E-1,-3.793745041E-1,6.352340387E-1
1.034157043E1,-1.764602661E-1,-7.305288315E-2,-1.055908203E-2,1.912758308E-1
1.034654100E1,8.359861374E-2,-2.128691077E-1,1.528601170E0,1.545614286E0
1.035151324E1,3.538751602E-1,-1.385661960E-1,-2.246289253E-1,4.414593682E-1
1.035648756E1,-4.623107910E-1,-2.383958995E-1,-1.219852448E0,1.326123624E0
1.036145965E1,3.539566994E-1,-3.668525815E-1,1.049771786E0,1.166999128E0
1.036643506E1,-1.335706711E-1,-5.983486176E-1,1.356061935E0,1.488209046E0
1.037137032E1,-9.229278564E-2,-6.550495028E-1,7.632684708E-2,6.659080996E-1
1.037631309E1,6.878604889E-1,-5.103189945E-1,2.340145111E-1,8.878853078E-1
1.038126324E1,6.730923653E-1,-5.289232731E-2,-3.768100739E-1,7.731990444E-1
1.038621861E1,-1.200299263E-1,-7.182598114E-3,-1.942319870E-1,2.284400090E-1
1.039117980E1,2.830338478E-1,-6.164915562E-1,2.070618153E0,2.178905581E0
1.039614564E1,-1.992187500E-1,-1.373940706E-1,5.642161369E-1,6.139259647E-1
1.040111861E1,-1.652302742E-1,-4.739341736E-1,-1.250298023E0,1.347278661E0
1.040609762E1,3.027710915E-1,-4.247196019E-1,3.648214340E-1,6.365153201E-1
1.041108090E1,9.742164612E-2,-1.138474822E0,1.576456547E0,1.947005686E0
1.041606678E1,-4.152135849E-1,-1.043112278E0,9.194326401E-1,1.451151930E0
1.042105204E1,5.900897980E-1,-9.782426357E-1,5.473976135E-1,1.266810472E0
1.042601824E1,1.118873119E0,-2.079652250E-1,5.004444122E-1,1.243210039E0
1.043096392E1,4.846963882E-1,-7.062757015E-2,-9.992079735E-1,1.112805202E0
1.043591402E1,4.989328384E-1,1.513501406E-1,2.128369331E0,2.191300265E0
1.044086767E1,5.278048515E-1,-7.263560891E-1,1.323455811E0,1.599283093E0
1.044582376E1,-1.057350159E0,5.041360855E-4,-1.062894344E0,1.499244476E0
1.045078335E1,-2.885041237E-1,-4.475284815E-1,1.051336288E0,1.178483925E0
1.045574720E1,-1.414303780E-1,-3.837282062E-1,4.965624809E-1,6.432916799E-1
1.046071585E1,-4.487638474E-1,-7.524992228E-1,-5.292420387E-1,1.023592305E0
1.046568824E1,-8.418760300E-1,-3.407151401E-1,3.247737885E-2,9.087886645E-1
1.047066168E1,-2.659740448E-1,-6.666558981E-1,-3.630223274E-1,8.043366765E-1
1.047563543E1,-7.636890411E-1,-1.569190621E-1,-6.015248299E-1,9.847216178E-1
1.048060928E1,-4.333772659E-1,-5.089346170E-1,7.086038589E-1,9.741405073E-1
1.048558189E1,-2.027273178E-1,-3.465223610E-1,4.703907967E-1,6.184202565E-1
1.049054225E1,-4.386367798E-1,-4.452802539E-1,-1.241552353E0,1.390010422E0
1.049549605E1,-4.070234299E-1,-3.810864687E-1,-3.883490562E-1,6.794924272E-1
1.050045199E1,-2.903218269E-1,-7.358397245E-1,7.304081917E-1,1.076681471E0
1.050541105E1,-8.584918976E-1,-3.176960349E-1,8.263349533E-2,9.191122909E-1
1.051037178E1,-3.743529320E-1,-6.049031019E-2,-4.674859047E-1,6.019487241E-1
1.051533496E1,3.214440346E-1,-3.853018582E-1,-1.234007835E0,1.332125793E0
1.052030100E1,-1.032866478E0,-2.097527385E-1,-4.073381424E-1,1.129926429E0
1.052527293E1,-6.931905746E-1,-7.112432718E-1,4.342837334E-1,1.083966109E0
1.053024668E1,-3.544774055E-1,-7.819296122E-1,-3.514394760E-1,9.276733556E-1
1.053522215E1,-3.616557121E-1,-5.461452603E-1,-1.520488739E0,1.655583131E0
1.054019178E1,-3.125867844E-1,-2.261556387E-1,7.533888817E-1,8.464346860E-1
1.054516210E1,6.675453186E-1,-7.660799026E-1,9.522113800E-1,1.392552219E0
1.055012189E1,-4.641532898E-2,-3.604081273E-1,-4.269065857E-1,5.606225414E-1
1.055506939E1,-5.619907379E-2,-2.373783588E-1,-3.471794128E-1,4.243116376E-1
1.056001897E1,2.218132019E-1,-1.435734630E-1,4.503250122E-3,2.642625873E-1
1.056497230E1,5.854034424E-1,-5.884876847E-1,-2.995595932E-1,8.824686370E-1
1.056993121E1,3.652153015E-1,-4.657251239E-1,6.427736282E-1,8.737505620E-1
1.057489272E1,3.174209595E-2,-7.215601206E-1,3.239917755E-2,7.229842840E-1
1.057986006E1,-5.984592438E-2,-4.242362380E-1,-1.036403656E0,1.121467993E0
1.058483137E1,7.926416397E-2,-3.691801429E-1,-1.250676155E0,1.306433171E0
1.058980850E1,5.400962830E-1,-1.443660557E-1,1.251935959E-2,5.591978963E-1
1.059478762E1,-2.320246696E-1,-1.948562264E-1,5.160675049E-1,5.984396928E-1
1.059976845E1,9.856939316E-2,3.780274987E-1,-1.537358761E0,1.586219617E0
1.060471907E1,-9.191083908E-2,2.383888364E-1,5.451011658E-2,2.612435501E-1
1.060967387E1,-8.578138351E-1,-2.706670761E-2,-4.808831215E-1,9.837813573E-1
1.061463204E1,-6.942415237E-1,-5.118078589E-1,-1.779090881E0,1.977140092E0
1.061959532E1,5.567741394E-1,-2.163073778E0,-4.598484039E-1,2.280426751E0
1.062456038E1,-2.917642593E-1,-1.415583611E0,4.556231499E-1,1.515452340E0
1.062952553E1,9.295778275E-1,-1.179788113E0,1.358701229E0,2.025360204E0
1.063449350E1,1.816559792E0,4.518018961E-1,-8.659520149E-1,2.062495411E0
1.063946527E1,1.310982704E0,3.144289255E-1,-5.984501839E-1,1.475019940E0
1.064443949E1,1.331138611E-1,4.446032643E-1,2.614573002E0,2.655444096E0
1.064941538E1,2.324819565E-2,8.611053228E-2,1.441222668E0,1.443980014E0
1.065436522E1,-4.787015915E-2,-2.560663223E-2,-9.870519638E-1,9.885437932E-1
1.065931980E1,-2.004766464E-2,-6.441035271E-1,-4.297790527E-1,7.745845962E-1
1.066427793E1,-8.213138580E-1,-1.032006145E0,1.905711651E0,2.317613003E0
1.066924126E1,-1.164058208E0,-1.204747200E0,-6.810946465E-1,1.808407378E0
1.067420637E1,-6.080284119E-1,-2.089210451E-1,-1.591204643E0,1.716181450E0
1.067917319E1,-2.556324005E-3,2.400376797E-1,-3.469219208E-1,4.218760974E-1
1.068414173E1,2.300691605E-2,2.629277706E-1,1.302679062E0,1.329147497E0
1.068910928E1,5.630621910E-1,-2.556032538E-1,6.151604652E-1,8.722353193E-1
1.069407907E1,6.500248909E-1,-1.036369085E0,-1.633663654E0,2.040943452E0
1.069905157E1,-6.535983086E-1,-8.685572743E-1,1.328687668E-1,1.095096615E0
1.070402574E1,3.749084473E-1,-7.033060193E-1,1.480768204E0,1.681627240E0
1.070899340E1,8.181352615E-1,-1.052710772E0,3.988528252E-1,1.391628130E0
1.071396194E1,5.078306198E-1,-3.011752069E-1,-2.373838425E-1,6.363564507E-1
1.071891006E1,4.132986069E-1,-2.963466942E-1,1.407095909E0,1.496180470E0
1.072386262E1,3.698387146E-1,2.387775779E-1,9.172339439E-1,1.017405285E0
1.072881876E1,5.204348564E-1,2.856715322E-1,-9.216337204E-1,1.096298034E0
1.073378178E1,-7.040023804E-3,1.411806345E-1,-1.472587585E-1,2.041241668E-1
1.073874845E1,-4.083914757E-1,-2.543381453E-1,3.212990761E-1,5.785365899E-1
1.074371835E1,-8.508768082E-1,-1.737330556E-1,-1.264836788E0,1.534270712E0
1.074868897E1,-7.790269852E-1,-2.459440827E-1,-2.267112732E0,2.409807394E0
1.075366017E1,-7.510643005E-1,-1.145287037E0,8.675384521E-2,1.372336041E0
1.075862756E1,-9.221491814E-1,-1.180208921E0,-2.102303505E-1,1.512431490E0
1.076359605E1,1.882214546E-1,-1.300495386E0,-7.474560738E-1,1.511755981E0
1.076856157E1,7.392110825E-1,-4.660652280E-1,3.219132423E-1,9.312775938E-1
1.077353048E1,1.199684143E0,-5.588952899E-1,-6.817579269E-2,1.325237310E0
1.077849428E1,1.342841625E0,1.835080981E-1,1.033693314E0,1.704529471E0
1.078346121E1,9.985222816E-1,-3.196896315E-1,6.189937592E-1,1.217539109E0
1.078842355E1,-8.122072220E-1,-4.202869833E-1,1.310395241E0,1.597954132E0
1.079338616E1,4.581532478E-1,-4.038939476E-1,4.510231018E-1,7.592473627E-1
1.079834928E1,3.186693192E-1,-5.569089055E-1,-1.250413895E0,1.405429675E0
1.080331319E1,-5.893440247E-1,4.799169302E-2,-1.422606945E0,1.540597320E0
1.080827793E1,8.320951462E-2,-3.207361102E-1,1.125197887E0,1.172973044E0
1.081324460E1,1.195683479E-1,-3.933899403E-1,8.625960350E-1,9.555753003E-1
1.081821173E1,-4.530072212E-1,-1.931027472E-1,-2.398703575E0,2.448730907E0
1.082317913E1,-5.773310661E-1,-1.159411669E-2,-7.898888588E-1,9.784528567E-1
1.082813251E1,-7.259869576E-1,-7.345902920E-1,1.977845669E0,2.231267229E0
1.083308970E1,-5.047860146E-1,-9.930866957E-1,1.109261990E0,1.572098046E0
1.083804991E1,7.684731483E-1,-1.219943285E0,-1.399125099E0,2.009070343E0
1.084301428E1,8.306660652E-1,-9.534400105E-1,-1.338500023E0,1.841368045E0
1.084797939E1,2.040815353E-1,-5.938597322E-1,1.075897217E0,1.245742139E0
1.085294871E1,5.808053017E-1,-9.795963764E-3,2.475259781E0,2.542506980E0
1.085791986E1,6.352186203E-1,-4.445528984E-2,7.735590935E-1,1.001934449E0
1.086289142E1,-1.206145287E-1,-1.841625869E-1,-9.556403160E-1,9.806692289E-1
1.086786350E1,-8.281130791E-1,-4.171508551E-2,2.603197098E-2,8.295716266E-1
1.087283631E1,-9.552860260E-1,-3.964242339E-1,1.419933319E0,1.756682725E0
1.087780887E1,-3.352556229E-1,-8.089780807E-1,-4.086470604E-1,9.663510168E-1
1.088274314E1,2.654261589E-1,-7.109007835E-1,-8.527989388E-1,1.141532741E0
1.088768064E1,-1.665163040E-2,-9.187916517E-1,1.822614193E0,2.041170711E0
1.089262407E1,-4.407858849E-1,-5.534505248E-1,-1.399002552E0,1.567739717E0
1.089757564E1,7.723765373E-1,-1.873150766E-1,-1.159958363E0,1.406113742E0
1.090253600E1,5.894970894E-1,-1.079818249E0,2.088209152E0,2.423660812E0
1.090750538E1,-3.301568031E-1,-4.672782719E-1,1.760625362E0,1.851257455E0
1.091248173E1,6.403002739E-1,-4.936061800E-1,1.101255417E-2,8.085497993E-1
1.091746319E1,2.908425331E-1,-2.260239124E-1,-1.104395390E0,1.164201600E0
1.092244767E1,-5.203032494E-1,-4.748275280E-1,6.647710800E-1,9.685542016E-1
1.092743579E1,9.773349762E-2,-8.646185994E-1,3.420081139E0,3.529032750E0
1.093240689E1,-2.615194321E-1,-5.007166862E-1,-4.140305519E-1,7.003791196E-1
1.093737866E1,-1.704797745E-1,1.744753718E-1,-2.944441795E0,2.954529149E0
1.094233798E1,-2.908806801E-1,1.214711070E-1,-5.569062233E-1,6.399307317E-1
1.094729881E1,-7.312822342E-1,-4.361671507E-1,1.494723320E0,1.720236406E0
1.095226012E1,-7.439141273E-1,-1.610695720E0,8.413863182E-1,1.963588518E0
1.095722298E1,2.781600952E-1,-1.118337154E0,1.446995735E-1,1.161459856E0
1.096218746E1,2.425398827E-1,-6.456528902E-1,-1.253226757E0,1.430479134E0
1.096715434E1,-6.897449493E-2,5.968877077E-1,-7.945017815E-1,9.961252418E-1
1.097212298E1,9.713883400E-1,-2.883524895E-1,1.228558064E0,1.592512914E0
1.097707225E1,-5.666360855E-1,-9.216654301E-2,1.916958809E0,2.001075261E0
1.098202480E1,-1.038269997E0,-1.782884300E-1,-3.355808258E-1,1.105624638E0
1.098698137E1,-4.698028564E-1,-1.051527262E-2,-2.275519371E0,2.323534743E0
1.099194402E1,-9.442448616E-1,-7.660819888E-1,-1.824048042E0,2.192175001E0
1.099690892E1,-4.001917839E-1,-1.276553154E0,1.278969288E0,1.850811676E0
1.100187527E1,-4.261708260E-1,-1.219338179E0,1.452255726E0,1.943567303E0
1.100684689E1,4.376792908E-2,-6.649508476E-1,-2.612404823E0,2.696059017E0
1.101182246E1,2.489295006E-1,1.695664525E-1,-1.879065037E0,1.903051258E0
1.101679366E1,9.595065117E-1,3.038611412E-1,3.071355820E-1,1.052291122E0
1.102176506E1,8.354425430E-2,1.247847676E-1,5.856876373E-1,6.046328549E-1
1.102672600E1,6.224932671E-1,-9.015482664E-1,-7.149567604E-1,1.308224107E0
1.103169407E1,4.492902756E-1,-1.172611237E0,2.309908867E-1,1.276806819E0
1.103665809E1,-1.743135452E-1,-5.659811497E-1,-5.984377861E-1,8.419309103E-1
1.104162501E1,1.044424534E0,-6.174581051E-1,-2.278027534E0,2.580985580E0
1.104659225E1,1.760941505E0,-5.490310788E-1,4.050540924E-2,1.844990731E0
1.105156184E1,8.647303581E-1,-5.743178725E-1,1.075559616E0,1.494800354E0
1.105652272E1,-8.435058594E-2,6.281679869E-2,-5.831747055E-1,5.925822379E-1
1.106149069E1,9.705805779E-1,1.088613868E-1,-1.364566803E0,1.678070326E0
1.106645522E1,1.146416664E-1,2.047562599E-2,-7.259535789E-1,7.352350384E-1
1.107142793E1,1.990032196E-2,-3.641421199E-1,9.915609360E-1,1.056498271E0
1.107636538E1,-2.059650421E-1,-5.980891585E-1,9.793438911E-1,1.165867358E0
1.108130725E1,-1.213866234E0,1.033799052E-1,-3.076046705E0,3.308507514E0
1.108625407E1,-8.653292656E-1,-1.903668344E-1,-2.995916843E0,3.124188215E0
1.109120736E1,-7.280597687E-1,-3.849193454E-1,1.539244652E0,1.745711324E0
1.109616808E1,-1.863093376E-1,-1.805096626E0,1.027647018E0,2.085459996E0
1.110113918E1,-1.609129906E-1,-7.076983452E-1,-2.934340000E0,3.022760522E0
1.110611585E1,9.673714638E-1,-1.168128729E0,-1.245388985E0,1.962479554E0
1.111110038E1,1.577229500E-1,-2.242789268E-1,1.873257160E0,1.893216827E0
1.111608631E1,7.121605873E-1,-8.195030689E-1,1.641660213E0,1.968198729E0
1.112106684E1,9.055523872E-1,-5.387006998E-1,9.931359291E-1,1.447944247E0
1.112603824E1,7.497057915E-1,-9.758051634E-1,4.049000740E-1,1.295453033E0
1.113099059E1,8.737602234E-1,-1.606657207E-1,1.576069355E0,1.809216685E0
1.113594944E1,6.826186180E-1,-2.822149992E-1,2.401609421E-1,7.767179421E-1
1.114091001E1,9.773759842E-1,-4.248259962E-1,-2.663888931E-1,1.098500789E0
1.114587381E1,2.797980309E-1,-3.589293957E-1,1.272404671E0,1.351344107E0
1.115082131E1,-5.586266518E-1,2.852483988E-1,-1.567754745E-1,6.465361046E-1
1.115577376E1,-9.749727249E-1,-2.120139301E-1,-1.481284618E0,1.785980359E0
1.116072986E1,-7.371239662E-1,-2.258107960E-1,-7.831096649E-1,1.098909916E0
1.116569288E1,-1.227521420E0,-1.203063130E0,1.845539570E0,2.521940926E0
1.117066163E1,-9.942727089E-1,-1.524579287E0,-1.181306839E-1,1.823972335E0
1.117563621E1,4.735331535E-1,-1.435921311E0,-2.859783888E0,3.234882926E0
1.118061407E1,8.156838417E-1,-6.462755799E-1,4.398360252E-1,1.129808826E0
1.118559475E1,6.974463463E-1,-4.871611297E-1,2.018282413E0,2.190255983E0
1.119057543E1,7.249975204E-1,-1.873911321E-1,9.609661102E-1,1.218274479E0
1.119552314E1,8.335938454E-1,-5.454546809E-1,1.417263031E0,1.732349274E0
1.120047293E1,-1.947216988E-1,-2.316505611E-1,-9.473323822E-3,3.027676771E-1
1.120542392E1,2.958569527E-1,-4.150055349E-1,-1.577072144E-1,5.335096024E-1
1.121038100E1,-7.209401131E-1,-4.643669724E-1,1.392399788E0,1.635288507E0
1.121534527E1,-8.274030685E-2,-1.135746479E0,1.284530163E0,1.716619865E0
1.122031558E1,5.684013367E-1,-1.016873121E0,5.051579475E-1,1.269762016E0
1.122528970E1,4.191794395E-1,-1.779213548E-2,-1.521629810E0,1.578412254E0
1.123026907E1,1.490192413E-1,-2.732282579E-1,-1.309973240E0,1.346436149E0
1.123524892E1,3.824300766E-1,-2.935100198E-1,2.611289501E0,2.655415929E0
1.124023251E1,-2.626047134E-1,-2.832469046E-1,2.525391102E0,2.554758357E0
1.124518532E1,-3.639669418E-1,-3.593448997E-1,-2.715950012E0,2.763690497E0
1.125013887E1,-8.442902565E-1,-1.333602667E-1,-1.705586910E0,1.907783454E0
